rep,c,theta,se,cover,term_a,term_c,term_b,rmse_l,rmse_m,prod_stat
32,10,0.766063266704595,0.04374058068611609,0,0.02668291558226808,0.0406144251182001,0.19876592600412668,0.8185767641404151,0.46827236707005476,19.055755170527444
32,30,1.3534821715282583,0.059214278591925885,0,0.022026273230760663,0.05262415921959113,0.7788317390779066,1.8453192392748001,0.6180634198112984,48.146522038723674
32,100,1.4274801818807705,0.05974246464349616,0,0.022026273230760663,0.05025581481851277,0.8551980938314971,1.9426517027634886,0.6180634198112984,50.0488734988821
33,1,0.5171838797218747,0.04366332789028497,1,0.025897254125469955,-0.02069198247649655,0.011978608072901301,0.21159473948527685,0.10198631464429474,1.011327261226177
33,3,0.5544696063864226,0.04287463986789041,1,0.025145677188589587,-0.028548265823418267,0.057872195021251335,0.3421544464872124,0.16950598633209188,2.7426278035156213
33,10,0.7607573172297829,0.043066510780602835,0,0.018862475411522004,-0.05928907885444594,0.30118392067270705,0.9343858616106278,0.4910907083965094,22.137154728220708
33,30,1.2418114580119393,0.06609394760595953,0,0.016808617978376694,-0.08811008923968176,0.8131129292732442,1.8688790854651791,0.5812107290884982,45.03141850526884
33,100,1.2418114580119393,0.06609394760595953,0,0.016808617978376694,-0.08811008923968176,0.8131129292732442,1.8688790854651791,0.5812107290884982,45.03141850526884
34,1,0.4802801247785346,0.041192872633923176,1,-0.027762288036989324,0.012276218645162642,-0.0042338058296386705,0.14552877986567578,0.10164184519879339,0.7944551715662463
34,3,0.5107429615870908,0.04102259873520448,1,-0.026324523257619904,0.015016868075527363,0.022050616769183143,0.26435969765553785,0.2094062324156706,3.1372810715753308
34,10,0.7198514806170934,0.0444597870713742,0,-0.01840428654609623,0.025633761808748132,0.21262200535444156,0.8473148269289861,0.5676611457379944,25.40026424476282
34,30,1.263206877366512,0.06642958341678627,0,-0.017596250584066317,0.01637838991302848,0.7644247380375498,1.8273840536541692,0.6047244572451744,46.50937258737308
34,100,1.3671451995980919,0.06959815884453088,0,-0.017596250584066317,0.022528367785373177,0.8622130823967851,1.9685616961658743,0.6047244572451744,49.20912202172535
